t_saat,AN_SO2,AN_SF,AN_SA,AN_SNH4,AN_SNO3,AN_SPO4,AN_SALK,AN_SN2,AN_XI,AN_XS,AN_XH,AN_XPAO,AN_XPP,AN_XPHA,AN_XAUT,AN_XTSS,AN_XMeOH,AN_XMeP,AX_SO2,AX_SF,AX_SA,AX_SNH4,AX_SNO3,AX_SPO4,AX_SALK,AX_SN2,AX_XI,AX_XS,AX_XH,AX_XPAO,AX_XPP,AX_XPHA,AX_XAUT,AX_XTSS,AX_XMeOH,AX_XMeP,AE_SO2,AE_SF,AE_SA,AE_SNH4,AE_SNO3,AE_SPO4,AE_SALK,AE_SN2,AE_XI,AE_XS,AE_XH,AE_XPAO,AE_XPP,AE_XPHA,AE_XAUT,AE_XTSS,AE_XMeOH,AE_XMeP
57,0.0,5.265,29.063,31.638,0.003,23.65,6.198,27.731,1929.198,367.098,1578.09,1046.895,109.454,79.39,100.544,4771.097,8.702,161.002,0.0,1.592,1.871,22.759,0.416,10.245,5.682,35.903,1925.252,290.627,1597.887,1055.263,122.601,50.716,101.085,4759.675,12.023,155.378,3.096,0.972,0.109,16.703,5.208,0.633,5.015,36.616,1921.661,253.352,1607.413,1061.488,132.823,26.497,101.736,4759.933,16.424,148.63
58,0.0,4.275,24.623,28.44,0.003,23.113,6.224,27.367,1928.415,374.604,1584.889,1050.647,110.579,78.232,100.632,4788.348,9.042,160.511,0.0,1.522,1.597,21.373,0.462,9.65,5.728,35.284,1925.747,304.052,1604.399,1059.092,123.707,49.508,101.173,4782.106,12.616,154.699,3.068,0.985,0.1,16.1,5.157,0.575,5.082,35.962,1922.558,268.015,1614.225,1065.171,133.342,26.273,101.812,4782.467,17.053,147.966
59,0.0,4.603,21.876,25.182,0.003,21.598,6.267,27.023,1926.68,375.337,1592.062,1054.401,112.412,74.487,100.708,4800.91,9.781,159.668,0.0,1.52,1.476,19.226,0.487,8.818,5.784,34.62,1925.098,311.019,1610.982,1062.768,125.073,46.792,101.244,4798.611,13.366,153.793,3.059,0.998,0.097,14.529,4.975,0.528,5.162,35.285,1922.46,277.833,1620.731,1068.553,133.919,25.16,101.858,4799.68,17.587,147.375
60,0.0,4.215,19.658,24.881,0.003,21.719,6.24,26.726,1924.867,374.987,1597.967,1057.4,112.213,74.528,100.748,4806.549,9.754,159.677,0.0,1.453,1.313,17.578,0.46,8.558,5.794,34.24,1923.973,313.167,1617.21,1065.919,125.583,45.006,101.287,4808.203,13.847,153.235,3.16,0.989,0.082,12.357,5.191,0.406,5.15,34.786,1921.404,279.997,1627.922,1071.872,134.468,22.449,101.937,4809.78,18.523,146.189
61,0.0,2.755,12.95,23.961,0.003,22.956,6.225,26.594,1921.193,358.379,1602.292,1059.679,110.739,75.863,100.791,4793.442,9.215,160.435,0.0,1.255,0.868,16.405,0.539,8.13,5.744,34.348,1921.955,304.591,1622.599,1068.915,126.085,41.673,101.346,4807.183,14.146,152.78,3.338,0.95,0.054,10.49,5.897,0.31,5.013,34.725,1919.495,272.031,1635.006,1074.951,134.85,18.066,102.07,4809.606,19.606,144.609
62,0.0,2.777,11.907,20.054,0.003,21.102,6.154,26.586,1917.841,344.231,1608.23,1062.146,112.627,68.077,100.892,4788.815,10.084,159.124,0.0,1.185,0.73,14.045,0.773,7.071,5.68,34.308,1918.831,290.9,1628.079,1071.454,127.313,35.601,101.447,4801.646,15.087,151.424,3.377,0.925,0.051,8.943,5.903,0.369,4.973,34.751,1916.882,261.221,1639.444,1076.562,134.9,15.282,102.12,4803.192,20.04,143.989
63,0.0,2.14,10.06,19.941,0.003,22.234,6.029,26.576,1915.394,333.269,1611.335,1062.99,111.409,68.265,100.916,4778.521,9.604,159.744,0.0,1.125,0.666,12.183,0.611,6.95,5.609,34.548,1916.395,279.949,1632.087,1072.527,127.521,32.405,101.475,4794.57,15.545,150.711,3.663,0.896,0.039,6.388,6.349,0.303,4.841,34.799,1913.953,247.986,1644.93,1077.476,135.22,11.027,102.222,4794.656,21.287,142.133
64,0.0,1.553,5.369,19.264,0.003,23.424,5.932,26.676,1912.74,301.428,1612.427,1062.143,110.244,68.061,100.926,4749.209,8.764,160.912,0.0,1.0,0.473,11.039,0.688,6.795,5.473,35.186,1914.026,259.396,1634.951,1072.409,127.753,29.29,101.507,4778.498,15.654,150.455,3.968,0.844,0.026,4.308,7.273,0.34,4.6,35.232,1911.081,227.972,1649.846,1076.691,135.46,7.694,102.339,4779.293,22.49,140.258
65,0.0,1.47,4.641,18.637,0.002,24.433,5.826,26.87,1910.575,272.462,1611.302,1059.61,109.065,68.419,100.882,4718.97,7.933,161.882,0.0,0.953,0.462,9.602,0.58,6.404,5.348,36.176,1911.9,233.237,1636.349,1070.672,128.346,25.974,101.48,4756.426,16.122,149.639,4.511,0.79,0.019,2.224,8.246,0.391,4.343,35.892,1908.086,201.154,1653.81,1073.818,135.844,4.678,102.395,4756.369,24.121,137.717
66,0.0,1.595,5.328,18.412,0.002,25.256,5.654,27.161,1908.11,251.777,1611.723,1056.191,108.2,69.01,100.804,4696.047,8.087,161.48,0.0,0.881,0.396,8.752,0.782,6.679,5.207,36.668,1909.334,209.791,1637.029,1067.201,128.084,25.397,101.397,4732.73,16.274,149.186,4.687,0.741,0.02,1.688,7.896,0.553,4.279,36.597,1905.594,178.925,1653.63,1069.638,135.777,4.875,102.188,4733.191,24.352,137.164
67,0.0,1.193,3.476,18.693,0.002,25.912,5.603,27.429,1906.043,227.821,1609.27,1052.224,107.283,70.432,100.608,4668.59,7.265,162.522,0.0,0.874,0.464,8.544,0.463,6.842,5.132,37.26,1907.227,190.457,1634.874,1063.445,127.858,25.47,101.186,4710.289,16.011,149.384,5.136,0.701,0.017,1.117,7.869,0.508,4.175,37.098,1902.805,158.373,1652.589,1065.637,135.979,3.772,101.978,4710.303,25.04,135.936
68,0.0,1.336,4.154,19.41,0.002,27.057,5.556,27.661,1904.162,210.37,1604.812,1047.482,106.172,72.35,100.324,4642.922,6.991,162.692,0.0,0.832,0.455,8.664,0.472,7.45,5.056,37.621,1905.164,171.631,1630.589,1058.665,127.131,26.572,100.896,4684.378,15.559,149.793,5.285,0.651,0.017,1.025,7.768,0.637,4.102,37.562,1900.19,139.649,1649.07,1060.604,135.911,3.802,101.646,4685.573,25.396,135.153
69,0.0,1.692,7.046,20.11,0.002,28.848,5.534,27.892,1903.184,214.207,1602.032,1043.26,104.66,76.043,100.067,4635.465,7.017,162.369,0.0,0.8,0.432,8.899,0.619,7.841,5.005,37.696,1902.794,160.515,1626.337,1054.257,126.71,27.535,100.63,4665.219,15.243,149.983,5.083,0.613,0.018,1.363,7.503,0.661,4.08,37.857,1898.153,128.788,1641.861,1056.537,135.674,4.714,101.36,4665.373,24.434,136.311
70,0.0,1.785,8.132,21.549,0.002,31.73,5.624,28.058,1902.969,221.827,1597.285,1039.602,101.728,83.546,99.839,4628.343,6.302,163.248,0.0,0.814,0.471,9.402,0.552,8.615,5.011,37.952,1901.418,159.09,1620.972,1050.775,125.805,30.122,100.403,4653.635,14.353,151.03,5.076,0.6,0.019,1.44,7.653,0.601,4.031,38.058,1896.326,123.844,1635.108,1053.505,135.626,5.034,101.176,4651.328,23.754,137.061
71,0.0,2.0,10.384,23.595,0.002,31.962,5.649,28.197,1902.024,224.319,1593.042,1036.954,101.623,84.407,99.677,4623.031,6.52,162.839,0.0,0.817,0.465,10.283,0.768,9.199,5.024,37.947,1899.954,159.554,1615.639,1048.04,125.111,32.364,100.245,4644.584,13.716,151.775,4.726,0.601,0.022,2.129,7.541,0.668,4.063,38.226,1895.195,124.981,1627.883,1051.375,135.272,6.836,101.006,4643.068,22.293,138.992
72,0.0,2.03,12.177,25.61,0.002,32.477,5.648,28.285,1901.961,233.718,1588.357,1035.422,101.327,86.01,99.584,4624.364,6.324,163.15,0.0,0.84,0.497,11.518,0.748,9.167,5.039,38.129,1899.051,163.619,1610.734,1046.694,125.165,33.114,100.159,4641.858,13.303,152.279,4.584,0.61,0.023,2.795,7.847,0.538,4.044,38.323,1894.182,127.991,1622.168,1050.501,135.3,7.153,100.984,4639.014,21.523,139.987
73,0.0,2.713,16.481,29.19,0.002,35.167,5.783,28.821,1903.433,248.73,1580.771,1033.441,98.708,93.337,99.198,4623.933,5.703,164.101,0.0,0.999,1.764,14.91,0.066,14.437,5.165,37.848,1898.897,174.99,1598.998,1042.26,119.636,45.773,99.699,4625.749,11.272,155.122,0.181,0.647,0.108,7.648,2.065,1.508,4.712,40.934,1893.37,139.79,1611.013,1047.833,134.167,11.937,100.04,4633.529,20.205,141.765
74,0.0,2.52,17.783,32.125,0.002,37.402,6.048,29.342,1903.154,260.701,1569.684,1030.916,95.729,103.034,98.516,4616.329,4.815,165.395,0.0,0.993,3.295,19.909,0.004,22.67,5.439,36.58,1898.864,190.94,1580.778,1037.13,110.538,68.958,98.96,4602.042,7.3,160.713,0.13,0.903,0.408,13.159,0.19,6.418,5.126,40.323,1893.391,157.301,1593.098,1043.628,127.767,31.003,99.183,4619.308,13.736,150.879
75,0.0,4.25,25.836,35.738,0.002,40.016,6.074,28.92,1904.978,289.364,1553.868,1027.083,90.515,118.991,97.713,4613.865,3.554,167.114,0.0,1.121,4.588,24.78,0.003,29.589,5.669,35.08,1899.01,211.451,1562.545,1032.565,102.275,92.241,98.131,4584.675,4.348,164.903,0.114,1.035,0.569,18.999,0.127,14.364,5.429,38.148,1893.688,178.194,1572.823,1038.356,117.907,58.349,98.305,4598.797,6.758,160.786
76,0.0,4.751,34.504,38.617,0.002,42.011,6.189,27.913,1906.157,319.317,1536.975,1022.572,83.532,139.724,96.83,4607.267,3.044,167.977,0.0,1.276,7.52,30.137,0.002,37.548,5.836,33.234,1900.423,242.363,1544.797,1027.694,91.874,121.313,97.235,4572.131,2.993,166.911,0.1,1.225,0.876,25.429,0.089,25.644,5.65,35.752,1895.485,208.852,1553.623,1032.374,104.748,93.347,97.383,4579.427,3.749,165.197
77,0.0,5.063,34.388,44.91,0.002,45.085,6.412,26.678,1906.524,352.604,1519.77,1016.923,73.05,168.516,95.891,4594.791,2.679,168.748,0.0,1.38,8.419,35.765,0.002,45.323,6.058,31.238,1901.485,274.668,1527.293,1021.817,79.572,154.489,96.287,4555.833,2.348,168.087,0.093,1.362,1.049,31.405,0.075,36.084,5.867,33.394,1897.094,241.963,1535.948,1026.041,90.82,130.195,96.425,4560.718,2.643,167.028
78,0.0,4.97,35.061,47.525,0.002,48.413,6.527,25.584,1906.555,379.228,1502.943,1010.828,61.036,200.762,94.944,4574.033,2.443,169.304,0.0,1.456,9.171,41.392,0.002,51.856,6.218,29.546,1902.356,305.92,1510.449,1015.642,66.86,188.444,95.335,4537.916,2.016,168.798,0.089,1.478,1.207,37.599,0.066,44.247,6.046,31.45,1898.242,273.809,1519.238,1019.684,77.402,165.781,95.466,4542.177,2.166,167.959
79,0.0,7.5,39.802,44.897,0.003,42.558,6.54,24.729,1907.797,401.471,1501.069,1014.021,62.549,207.94,94.752,4601.899,2.851,169.076,0.0,2.008,4.031,39.146,0.215,39.047,6.254,30.434,1903.188,322.544,1518.373,1021.641,72.819,187.107,95.256,4581.883,2.568,168.353,2.695,1.132,0.224,34.219,4.268,27.008,5.834,30.688,1899.464,283.819,1528.577,1030.066,87.456,158.063,95.875,4596.464,2.966,167.193
80,0.0,6.805,36.551,43.677,0.003,34.64,6.594,24.762,1907.41,410.214,1509.268,1021.81,70.353,203.308,94.861,4644.865,3.683,168.169,0.0,1.957,3.305,36.765,0.256,26.202,6.296,31.142,1904.24,337.88,1528.644,1030.071,81.878,179.888,95.375,4635.763,3.816,166.965,2.686,1.123,0.191,31.567,4.687,13.009,5.842,31.381,1900.827,300.096,1539.105,1038.567,96.461,150.854,96.005,4651.218,4.774,165.045
81,0.0,5.964,30.22,40.067,0.003,28.873,6.624,25.037,1906.512,413.157,1518.33,1030.023,78.603,196.8,94.979,4684.041,5.004,166.229,0.0,1.803,2.398,34.304,0.308,15.876,6.32,31.737,1904.011,343.209,1537.969,1038.811,91.697,169.771,95.499,4680.648,6.224,163.738,2.731,1.092,0.15,29.173,4.951,2.121,5.819,32.007,1900.885,306.612,1548.993,1047.49,106.019,140.529,96.149,4696.399,8.651,159.819
82,0.0,4.12,23.256,35.164,0.003,26.431,6.53,25.317,1904.145,403.964,1526.16,1038.065,83.01,190.601,95.089,4699.465,6.687,163.866,0.0,1.58,1.667,30.475,0.356,11.358,6.223,32.364,1903.143,341.296,1546.302,1047.526,97.533,158.958,95.618,4704.897,9.574,159.038,2.97,1.082,0.112,25.532,5.391,0.28,5.615,32.591,1900.173,305.329,1558.546,1056.607,109.068,128.946,96.31,4712.517,13.857,152.511
83,0.0,5.259,22.754,31.672,0.003,23.174,6.364,25.599,1902.947,403.094,1535.624,1047.195,86.886,175.861,95.232,4717.678,8.552,161.359,0.0,1.635,1.638,26.529,0.436,9.331,6.066,32.699,1901.507,337.12,1555.094,1056.666,100.492,145.702,95.753,4717.333,12.063,155.611,2.942,1.09,0.12,22.02,5.085,0.275,5.492,33.052,1898.933,303.109,1565.978,1064.747,110.083,119.268,96.375,4720.378,16.426,148.981
84,0.0,4.369,23.111,29.769,0.003,21.683,6.259,25.744,1901.888,406.638,1544.238,1055.517,88.408,165.322,95.308,4733.085,9.611,160.075,0.0,1.615,1.76,23.879,0.357,8.95,5.94,32.737,1900.644,340.943,1563.149,1064.606,101.314,136.463,95.821,4730.613,13.373,153.927,2.986,1.1,0.121,19.067,4.849,0.233,5.37,33.171,1897.987,305.93,1574.268,1072.756,110.756,109.801,96.437,4732.348,18.057,146.828
85,0.0,2.931,13.61,27.397,0.003,21.605,6.283,25.804,1897.785,381.549,1551.194,1063.047,88.605,156.159,95.361,4719.159,9.736,159.82,0.0,1.398,1.128,21.477,0.419,8.083,5.855,32.852,1898.57,332.382,1570.023,1072.599,102.391,125.041,95.88,4732.303,14.2,152.836,3.098,1.07,0.088,16.384,5.085,0.175,5.219,33.271,1896.346,301.197,1582.183,1080.962,111.124,98.415,96.521,4735.961,19.307,145.162
86,0.0,2.107,7.159,25.158,0.003,20.549,6.113,25.873,1893.911,343.765,1556.074,1070.17,89.907,141.249,95.401,4693.645,9.979,159.326,0.0,1.212,0.739,18.967,0.48,6.636,5.739,33.167,1895.475,307.978,1575.297,1080.6,104.284,108.58,95.928,4719.206,15.418,151.035,3.308,1.041,0.062,13.514,5.577,0.115,5.042,33.485,1893.395,281.123,1588.75,1089.303,111.648,82.301,96.613,4723.372,20.893,142.854
87,0.001,1.637,4.804,22.236,0.003,19.604,5.952,26.014,1891.171,310.236,1559.203,1076.741,90.949,124.248,95.423,4667.978,10.278,158.756,0.0,1.105,0.598,16.314,0.503,5.571,5.546,33.742,1892.7,278.765,1579.402,1088.062,105.789,90.217,95.963,4698.656,16.876,148.846,3.562,1.01,0.048,10.494,6.203,0.084,4.773,33.913,1890.225,252.761,1594.148,1097.237,112.24,63.203,96.704,4701.14,22.929,139.816
88,0.0,1.95,6.16,20.762,0.003,19.984,5.916,26.229,1888.513,294.382,1561.799,1083.053,90.637,109.042,95.445,4651.485,10.591,158.031,0.0,1.057,0.567,13.664,0.566,5.092,5.397,34.337,1889.962,253.483,1582.794,1094.93,106.627,71.991,95.992,4677.803,18.242,146.714,3.753,0.956,0.041,7.615,6.546,0.081,4.554,34.457,1887.288,225.806,1597.482,1103.88,112.72,44.951,96.742,4677.296,24.706,137.11
89,0.0,1.525,4.415,18.84,0.003,20.036,5.815,26.47,1885.836,268.4,1563.599,1088.702,90.334,94.429,95.45,4626.731,10.625,157.882,0.0,0.979,0.481,11.697,0.604,5.033,5.294,34.798,1887.243,232.867,1584.746,1100.715,106.765,56.429,95.997,4657.84,18.784,145.739,3.946,0.895,0.033,5.445,6.669,0.088,4.423,34.947,1884.457,205.071,1599.186,1109.098,112.982,29.701,96.743,4656.787,25.744,135.416
90,0.0,1.46,4.123,18.462,0.003,19.861,5.651,26.685,1883.497,241.894,1563.007,1092.336,90.486,80.83,95.399,4600.076,10.581,157.977,0.0,0.93,0.466,10.016,0.547,4.64,5.161,35.33,1884.828,209.206,1584.754,1104.549,107.304,42.136,95.949,4634.305,19.613,144.452,4.332,0.834,0.025,3.374,6.995,0.092,4.259,35.387,1881.578,182.483,1599.966,1112.164,113.258,16.253,96.722,4633.093,27.063,133.341
91,0.0,1.467,4.606,19.721,0.002,21.945,5.587,26.891,1881.394,230.053,1560.548,1093.318,88.335,75.902,95.295,4578.442,9.693,159.106,0.0,0.887,0.454,9.494,0.536,5.036,5.046,35.896,1882.593,190.433,1583.292,1105.567,106.979,33.202,95.849,4611.374,19.715,144.164,4.732,0.749,0.021,2.134,7.352,0.147,4.098,35.861,1878.81,161.425,1599.18,1111.44,113.537,8.174,96.637,4609.028,28.288,131.402
92,0.0,1.701,5.957,22.242,0.002,25.978,5.584,27.097,1880.739,229.517,1556.375,1091.515,84.12,80.028,95.137,4561.278,8.172,161.101,0.0,0.878,0.494,9.78,0.465,6.015,4.987,36.519,1880.773,178.018,1580.299,1103.712,105.849,30.588,95.695,4591.072,18.814,145.248,5.056,0.686,0.018,1.607,7.755,0.246,3.968,36.356,1876.154,144.605,1596.972,1107.781,113.661,5.204,96.507,4587.059,28.886,130.311
93,0.0,1.689,6.344,23.028,0.002,28.781,5.521,27.332,1879.588,226.969,1552.959,1088.549,81.305,83.567,94.992,4545.723,7.534,161.891,0.0,0.834,0.429,10.449,0.618,7.051,4.941,36.928,1879.041,170.179,1576.894,1100.555,104.529,31.252,95.552,4574.307,17.366,147.099,4.939,0.648,0.018,1.963,7.878,0.343,3.917,36.858,1874.205,135.346,1592.327,1103.827,113.384,5.587,96.357,4570.273,27.79,131.656
94,0.0,1.739,7.125,24.798,0.002,29.82,5.46,27.574,1877.941,221.418,1549.473,1085.687,80.413,84.029,94.891,4531.924,7.147,162.375,0.0,0.814,0.414,10.917,0.667,7.214,4.895,37.354,1877.205,164.234,1572.978,1097.785,104.261,30.752,95.453,4561.33,16.491,148.195,4.901,0.63,0.017,2.255,8.095,0.35,3.859,37.294,1872.455,130.088,1587.118,1100.921,113.138,5.559,96.288,4557.153,26.437,133.412
95,0.0,1.791,7.891,27.586,0.001,33.528,5.447,27.791,1878.278,223.514,1543.59,1082.309,76.985,91.309,94.782,4518.896,6.008,163.882,0.0,0.817,0.442,12.07,0.568,7.802,4.858,38.074,1876.111,160.038,1568.058,1094.948,103.646,31.628,95.358,4549.03,15.506,149.458,5.023,0.608,0.015,2.23,8.842,0.379,3.714,37.797,1870.495,123.49,1582.777,1097.731,113.168,4.712,96.29,4543.368,26.18,133.581
96,0.0,2.042,9.178,28.532,0.002,33.133,5.442,28.067,1876.992,222.551,1540.637,1079.798,77.894,88.825,94.792,4513.284,6.613,162.91,0.0,0.789,0.378,13.056,1.077,8.495,4.795,38.227,1874.75,158.922,1563.906,1092.152,103.085,32.856,95.373,4539.893,14.83,150.264,4.622,0.606,0.019,3.6,8.642,0.504,3.728,38.313,1869.715,124.344,1576.199,1095.22,112.796,6.891,96.233,4535.973,24.151,136.368
97,0.0,2.571,13.01,29.874,0.002,30.442,5.541,28.295,1875.861,226.547,1538.836,1079.08,81.115,81.839,94.884,4519.159,7.25,162.078,0.0,0.841,0.458,14.613,1.159,8.006,4.836,38.169,1873.353,162.123,1560.343,1090.854,103.872,31.52,95.45,4538.666,14.62,150.561,4.384,0.627,0.024,5.645,8.19,0.447,3.822,38.448,1869.111,129.846,1570.413,1094.465,112.746,7.839,96.266,4534.924,22.267,139.073
98,0.0,3.976,21.206,33.668,0.002,30.25,5.588,28.391,1878.87,251.454,1536.795,1078.875,81.993,80.798,95.008,4540.367,7.437,161.965,0.0,0.998,0.705,17.101,1.021,8.722,4.916,38.149,1873.59,173.855,1558.161,1089.962,103.503,33.06,95.567,4544.94,14.074,151.442,4.167,0.663,0.036,8.04,7.766,0.54,3.943,38.458,1868.939,138.637,1566.909,1093.907,112.795,9.007,96.357,4539.197,21.042,140.923
99,0.0,4.252,28.581,35.03,0.002,31.65,5.595,28.438,1882.816,279.847,1535.318,1078.876,81.129,84.576,95.141,4563.144,6.962,162.8,0.0,1.142,0.996,19.723,0.722,10.115,4.98,38.315,1875.638,192.822,1557.753,1089.591,102.36,37.293,95.701,4559.471,12.96,153.164,4.0,0.71,0.046,10.607,7.559,0.576,4.024,38.558,1870.117,152.534,1566.567,1094.273,112.988,10.48,96.515,4552.632,20.023,142.504
100,0.0,4.784,30.682,35.958,0.002,31.659,5.659,28.501,1885.307,299.29,1535.998,1079.684,81.426,86.114,95.312,4583.042,6.849,163.091,0.0,1.258,1.188,21.19,0.665,11.146,5.034,38.339,1877.92,211.2,1558.848,1090.112,101.575,41.35,95.873,4576.905,12.039,154.618,3.789,0.762,0.058,12.598,7.232,0.676,4.12,38.685,1872.333,169.451,1567.935,1095.467,113.06,13.212,96.665,4571.893,18.733,144.495
101,0.0,5.057,32.417,39.345,0.002,31.683,5.789,28.54,1887.331,314.016,1538.041,1081.245,81.75,88.01,95.475,4601.303,6.668,163.499,0.0,1.329,1.334,23.506,0.546,11.571,5.124,38.341,1880.171,227.185,1561.083,1091.549,101.43,44.251,96.035,4595.573,11.519,155.513,3.689,0.803,0.062,14.524,7.068,0.584,4.208,38.719,1874.629,184.848,1570.952,1097.563,113.414,14.808,96.836,4592.342,18.104,145.553
102,0.0,6.537,34.903,37.467,0.003,28.251,5.925,28.52,1888.408,326.368,1544.071,1084.345,85.837,81.574,95.694,4628.823,7.618,162.361,0.0,1.571,1.824,25.459,0.549,11.642,5.267,37.835,1882.281,244.988,1565.857,1093.784,101.844,46.429,96.235,4619.778,11.473,155.814,3.367,0.882,0.1,18.017,6.029,0.975,4.483,38.484,1877.662,205.932,1574.338,1099.688,113.184,19.96,96.91,4618.588,16.654,147.895
103,0.0,5.244,31.678,35.205,0.002,28.59,5.974,28.331,1889.679,337.356,1548.158,1086.858,85.552,86.184,95.801,4646.12,7.142,163.17,0.0,1.462,1.671,25.297,0.371,11.746,5.397,37.41,1884.261,259.523,1569.855,1096.223,102.081,49.528,96.342,4640.92,11.185,156.454,3.444,0.891,0.078,18.353,6.136,0.473,4.592,37.999,1879.561,219.475,1580.582,1103.186,114.215,19.977,97.096,4642.402,17.037,147.583
104,0.0,7.077,33.18,33.046,0.003,27.691,5.942,28.173,1892.781,357.254,1554.214,1090.218,87.056,84.5,95.982,4675.612,7.666,162.515,0.0,1.631,1.838,24.164,0.482,11.382,5.421,37.142,1886.191,271.994,1575.841,1099.641,102.873,49.524,96.525,4662.766,11.569,156.041,3.278,0.931,0.099,18.014,5.9,0.718,4.686,37.739,1881.573,231.696,1585.507,1106.059,114.277,22.174,97.213,4661.867,16.858,148.018
105,0.0,4.716,28.409,32.397,0.003,25.808,6.058,27.946,1891.991,357.845,1561.892,1093.965,89.685,81.714,96.123,4692.459,8.097,161.969,0.0,1.556,1.787,23.514,0.418,11.107,5.515,36.406,1888.194,288.086,1582.18,1102.832,103.763,50.81,96.65,4688.698,11.648,156.108,3.182,0.965,0.102,17.668,5.304,0.68,4.841,37.15,1884.319,251.004,1592.061,1109.315,114.766,24.892,97.295,4690.779,16.496,148.756
106,0.001,7.092,28.098,28.32,0.003,23.193,6.147,27.565,1892.467,367.274,1569.617,1097.799,92.791,77.281,96.236,4717.346,8.995,160.778,0.0,1.719,1.969,22.287,0.408,10.016,5.641,35.507,1888.66,296.914,1588.672,1106.348,105.576,49.279,96.751,4709.43,12.366,155.238,3.101,1.002,0.118,17.434,4.846,0.659,5.02,36.267,1885.408,262.653,1597.964,1112.455,115.441,25.842,97.347,4711.283,16.634,148.755
107,0.0,3.961,23.015,28.957,0.003,23.017,6.329,27.142,1891.639,371.059,1576.048,1100.906,93.22,78.649,96.296,4730.31,9.087,160.708,0.0,1.514,1.623,20.856,0.382,9.858,5.762,34.758,1889.41,307.497,1594.966,1109.421,106.168,50.125,96.812,4728.727,12.63,154.99,3.141,0.997,0.098,15.574,4.851,0.495,5.121,35.46,1886.326,273.327,1605.342,1115.84,116.166,25.866,97.43,4731.868,17.214,148.071
108,0.0,2.368,10.244,28.027,0.003,22.864,6.44,26.85,1887.175,348.283,1580.482,1103.591,93.607,77.056,96.355,4716.586,8.968,160.889,0.0,1.219,0.795,20.459,0.527,8.21,5.858,34.495,1887.726,299.198,1599.544,1112.999,108.34,44.287,96.884,4731.729,13.473,153.826,3.332,0.951,0.052,14.569,5.507,0.283,5.123,35.034,1885.279,268.56,1611.621,1119.382,117.011,20.83,97.567,4735.523,18.549,146.195
109,0.0,2.621,9.492,26.319,0.003,22.749,6.362,26.742,1885.038,332.981,1583.576,1105.501,93.992,72.241,96.436,4706.23,9.141,160.611,0.0,1.139,0.651,18.657,0.625,7.071,5.825,34.746,1885.325,282.17,1603.872,1115.629,110.069,36.261,96.982,4723.596,14.785,151.94,3.562,0.912,0.039,12.615,6.328,0.248,5.014,35.049,1882.776,251.656,1616.911,1121.397,117.773,13.704,97.735,4724.942,20.399,143.517
110,0.0,1.882,6.529,23.294,0.003,22.518,6.309,26.791,1882.359,308.847,1587.065,1106.182,94.413,67.516,96.561,4688.186,9.318,160.207,0.0,1.02,0.478,16.582,0.822,6.63,5.755,35.049,1883.201,264.8,1607.983,1116.504,110.907,30.856,97.117,4712.534,15.553,150.758,3.694,0.866,0.031,10.681,6.815,0.31,4.911,35.311,1880.576,235.489,1620.991,1121.198,118.228,10.018,97.889,4713.418,21.486,141.893
111,0.0,2.029,6.322,19.944,0.003,20.117,6.214,26.882,1879.205,289.553,1590.443,1105.578,96.779,59.313,96.697,4676.075,10.373,158.64,0.0,0.961,0.418,13.823,0.989,5.563,5.682,35.17,1880.384,245.183,1611.068,1115.689,112.383,25.005,97.252,4698.413,16.79,148.905,3.858,0.827,0.027,8.443,6.955,0.345,4.85,35.467,1878.048,218.115,1623.382,1119.335,118.618,7.437,98.006,4698.236,22.323,140.61
112,0.0,1.76,5.794,16.982,0.003,19.92,6.132,26.952,1876.621,274.847,1591.935,1103.188,96.746,57.833,96.792,4661.127,10.572,158.276,0.0,0.916,0.387,11.27,0.972,5.19,5.606,35.406,1877.851,230.051,1612.943,1113.227,112.896,22.342,97.348,4684.226,17.699,147.538,4.084,0.79,0.023,5.899,7.218,0.384,4.747,35.614,1875.315,201.978,1625.395,1116.071,118.887,5.644,98.124,4682.169,23.48,138.865
113,0.0,2.086,7.731,16.609,0.002,22.228,5.966,27.051,1876.396,269.601,1591.39,1099.35,94.19,63.061,96.833,4648.091,9.725,159.304,0.0,0.919,0.43,9.198,0.853,5.479,5.51,35.918,1876.006,216.497,1613.732,1109.686,112.606,22.342,97.397,4668.975,17.933,147.062,4.4,0.756,0.022,3.327,7.587,0.446,4.61,35.942,1872.7,185.597,1626.979,1111.92,119.042,4.644,98.203,4664.862,24.573,137.147
114,0.0,1.41,4.669,17.35,0.002,25.232,5.828,27.212,1874.845,252.165,1588.799,1094.698,90.946,70.366,96.774,4621.624,8.129,161.422,0.0,0.886,0.418,8.443,0.629,6.31,5.406,36.588,1874.815,203.904,1612.713,1105.615,111.544,24.851,97.342,4652.165,17.084,148.077,4.823,0.727,0.018,1.728,7.768,0.463,4.477,36.46,1870.581,170.154,1627.971,1107.651,119.13,4.289,98.149,4648.131,25.283,135.893
115,0.0,1.239,3.452,18.175,0.003,24.515,5.721,27.419,1871.93,221.137,1585.936,1089.98,91.918,67.461,96.617,4590.479,8.05,161.46,0.0,0.841,0.4,8.245,0.585,6.449,5.302,36.938,1872.711,184.861,1610.036,1101.06,111.402,24.966,97.175,4629.13,16.745,148.369,5.06,0.692,0.017,1.311,7.452,0.485,4.414,36.94,1868.459,154.18,1626.3,1103.142,119.155,4.239,97.913,4628.422,25.482,135.365
