t_saat,KOI_giris,NH4_giris,PO4_giris,DO,KOI_cikis,NH4_cikis,PO4_cikis,SO2,SF,SA,SNH4,SNO3,SPO4,SALK,SN2,XI,XS,XH,XPAO,XPP,XPHA,XAUT,XTSS,XMeOH,XMeP
129,503.378,42.155,7.286,2.679,116.644,30.953,1.313,2.679,1.209,0.233,30.953,4.044,1.313,5.986,31.165,1887.551,321.051,1524.311,1078.686,91.097,141.973,92.282,4647.56,10.043,158.6
130,455.3,34.504,5.866,2.874,110.513,27.65,0.347,2.874,1.195,0.179,27.65,4.361,0.347,5.804,31.332,1891.493,336.896,1535.808,1087.007,93.533,134.87,92.392,4682.233,14.455,152.595
131,347.235,30.268,5.584,2.909,105.189,23.831,0.29,2.909,1.165,0.143,23.831,4.571,0.29,5.633,31.727,1894.0,340.054,1545.82,1095.224,94.56,127.063,92.487,4700.766,16.6,149.713
132,301.663,23.8,4.819,2.952,102.734,20.012,0.228,2.952,1.147,0.121,20.012,4.302,0.228,5.562,31.842,1894.98,336.564,1554.02,1102.897,95.346,117.768,92.514,4709.657,17.951,147.971
133,227.594,25.948,4.275,3.2,92.212,15.603,0.129,3.2,1.123,0.084,15.603,4.752,0.129,5.457,31.896,1894.192,322.004,1562.467,1111.31,96.169,102.228,92.596,4705.795,20.087,145.007
134,200.6,29.453,4.866,3.308,91.745,12.344,0.113,3.308,1.086,0.07,12.344,5.07,0.113,5.328,32.226,1892.378,299.781,1569.024,1119.196,96.671,85.512,92.65,4691.627,21.695,142.715
135,201.738,25.242,5.022,3.504,92.997,9.964,0.092,3.504,1.055,0.058,9.964,5.376,0.092,5.184,32.575,1889.976,274.412,1574.802,1126.748,97.214,67.456,92.7,4672.894,23.292,140.345
136,260.339,20.06,4.279,3.868,96.961,6.715,0.07,3.868,1.02,0.042,6.715,6.55,0.07,4.882,33.174,1887.329,244.454,1581.394,1134.469,97.806,46.783,92.826,4649.689,25.483,136.981
137,272.804,23.272,3.644,3.943,100.492,4.316,0.1,3.943,0.93,0.037,4.316,6.76,0.1,4.728,33.991,1885.774,221.875,1583.871,1139.64,97.838,32.897,92.811,4629.826,25.748,136.391
138,241.344,25.919,5.243,4.302,93.747,2.637,0.101,4.302,0.889,0.032,2.637,6.569,0.101,4.634,34.609,1884.419,203.094,1585.689,1143.434,97.885,21.008,92.73,4612.306,26.05,135.755
139,274.755,22.666,5.903,4.496,94.51,1.972,0.158,4.496,0.824,0.03,1.972,6.213,0.158,4.601,35.026,1883.147,186.529,1585.511,1144.384,97.872,13.897,92.554,4594.951,25.857,135.821
140,227.445,31.616,4.981,4.494,93.44,2.096,0.227,4.494,0.781,0.031,2.096,5.635,0.227,4.641,35.086,1882.258,175.808,1583.128,1143.444,97.768,11.118,92.35,4581.322,24.742,137.27
141,305.238,33.563,7.365,4.747,103.614,2.033,0.246,4.747,0.741,0.026,2.033,6.042,0.246,4.577,35.053,1880.739,162.745,1581.711,1141.455,98.047,7.278,92.265,4565.513,25.042,136.721
142,393.659,53.854,7.231,5.034,113.508,1.684,0.342,5.034,0.693,0.021,1.684,7.03,0.342,4.414,35.338,1879.163,148.338,1580.439,1137.546,98.413,5.196,92.21,4548.111,25.88,135.322
143,404.048,42.652,8.531,4.776,115.136,2.556,0.446,4.776,0.662,0.021,2.556,7.5,0.446,4.316,35.815,1878.814,141.137,1576.332,1133.792,98.373,6.249,92.139,4536.002,24.894,136.566
144,473.335,52.185,7.399,4.612,120.894,3.693,0.424,4.612,0.657,0.022,3.693,7.861,0.424,4.241,36.319,1879.359,139.715,1572.033,1131.592,98.487,6.711,92.182,4530.562,23.653,138.261
145,412.554,48.463,7.202,4.313,106.816,5.732,0.5,4.313,0.671,0.028,5.732,7.636,0.5,4.265,36.761,1880.996,144.45,1567.998,1130.184,98.442,8.587,92.231,4532.12,21.973,140.668
146,590.016,50.695,8.44,4.44,126.318,6.473,0.358,4.44,0.675,0.024,6.473,8.311,0.358,4.166,37.177,1881.98,145.303,1566.797,1129.438,99.002,7.02,92.434,4532.615,22.161,140.372
147,515.767,53.793,9.202,4.294,121.275,7.042,0.52,4.294,0.681,0.028,7.042,8.73,0.52,4.091,37.853,1883.722,148.223,1565.347,1128.096,99.12,8.351,92.603,4535.027,21.677,141.025
148,509.74,53.269,7.95,4.226,114.391,8.127,0.446,4.226,0.696,0.028,8.127,8.684,0.446,4.092,38.477,1886.059,153.298,1564.496,1128.233,99.492,9.065,92.761,4541.984,20.918,142.125
149,547.412,45.537,7.582,3.78,118.613,11.259,0.792,3.78,0.763,0.061,11.259,7.096,0.792,4.393,38.667,1890.111,168.754,1562.843,1128.767,99.187,14.102,92.78,4558.781,18.622,145.615
150,336.503,44.32,7.657,3.62,105.331,13.764,0.593,3.62,0.815,0.066,13.764,5.804,0.593,4.729,38.093,1894.647,188.33,1565.084,1130.645,99.755,16.78,92.856,4584.745,17.59,147.4
151,490.031,51.784,7.23,3.628,119.224,15.16,0.477,3.628,0.831,0.066,15.16,5.674,0.477,4.913,37.272,1896.924,194.678,1567.01,1132.345,100.66,15.658,92.983,4596.778,18.121,146.892
152,580.292,39.431,6.491,3.5,119.355,16.719,0.641,3.5,0.883,0.094,16.719,5.522,0.641,5.049,36.736,1900.632,207.501,1570.537,1133.768,101.103,17.123,93.114,4616.138,18.131,147.051
153,407.414,45.677,5.554,3.374,100.41,17.113,0.631,3.374,0.916,0.091,17.113,5.281,0.631,5.151,36.258,1905.719,227.535,1575.577,1135.888,101.389,20.252,93.232,4644.68,17.518,148.106
154,444.692,32.667,6.909,3.402,108.798,17.178,0.449,3.402,0.926,0.079,17.178,5.338,0.449,5.198,35.74,1909.014,237.582,1580.396,1138.426,102.04,19.523,93.359,4662.92,17.967,147.578
155,263.663,32.389,4.643,3.402,92.337,15.903,0.423,3.402,0.915,0.064,15.903,5.302,0.423,5.228,35.334,1911.594,241.643,1585.081,1140.573,102.603,18.913,93.47,4675.487,18.291,147.231
156,235.82,22.287,4.03,3.588,90.808,13.934,0.276,3.588,0.888,0.044,13.934,5.494,0.276,5.215,34.844,1911.742,233.388,1588.399,1142.034,103.319,14.498,93.581,4672.915,19.617,145.435
157,188.719,24.732,3.483,3.667,89.504,11.526,0.312,3.667,0.86,0.041,11.526,5.313,0.312,5.231,34.277,1910.863,222.119,1589.874,1141.252,103.772,11.115,93.632,4663.271,20.983,143.523
158,313.424,13.677,4.984,3.906,101.162,8.928,0.339,3.906,0.829,0.038,8.928,5.556,0.339,5.14,33.753,1909.342,208.533,1591.704,1138.824,104.315,7.681,93.726,4650.308,22.849,140.876
159,121.304,29.384,3.694,4.202,86.796,5.584,0.357,4.202,0.786,0.024,5.584,6.4,0.357,4.941,33.811,1908.283,194.969,1594.082,1135.408,104.756,5.764,93.877,4638.091,24.082,138.999
160,224.771,32.193,4.672,4.491,96.487,3.894,0.408,4.491,0.737,0.019,3.894,7.073,0.408,4.753,34.163,1906.188,175.015,1594.6,1130.498,105.111,4.157,93.965,4617.104,25.331,137.063
161,167.169,26.694,4.422,4.484,85.933,3.912,0.497,4.484,0.7,0.02,3.912,6.925,0.497,4.668,34.43,1904.537,160.876,1592.115,1125.067,105.198,4.347,93.953,4598.286,25.494,136.74
162,256.496,21.185,4.609,4.71,92.717,3.302,0.478,4.71,0.665,0.017,3.302,7.19,0.478,4.518,34.564,1902.544,147.409,1589.509,1119.58,105.504,3.508,93.997,4579.455,26.133,135.699
163,188.452,31.729,5.632,4.993,89.426,2.165,0.53,4.993,0.635,0.015,2.165,7.53,0.53,4.363,34.95,1900.795,135.744,1586.527,1113.658,105.733,3.21,93.985,4561.364,26.788,134.545
164,240.479,28.895,6.129,5.101,93.011,1.924,0.554,5.101,0.609,0.015,1.924,7.429,0.554,4.293,35.349,1899.177,125.892,1581.684,1107.866,105.897,3.281,93.866,4543.355,26.86,134.237
165,334.17,30.881,6.989,4.976,101.005,2.241,0.584,4.976,0.596,0.018,2.241,7.116,0.584,4.28,35.571,1898.089,120.842,1575.086,1102.698,105.923,4.029,93.741,4528.719,26.083,135.219
166,265.719,43.2,8.814,5.464,98.017,1.396,0.5,5.464,0.577,0.013,1.396,8.013,0.5,4.125,35.902,1896.528,113.253,1570.792,1097.641,106.442,2.795,93.731,4513.709,26.897,133.815
167,293.732,46.563,7.66,5.493,98.932,1.346,0.648,5.493,0.55,0.013,1.346,8.435,0.648,4.038,36.484,1895.014,105.29,1564.682,1091.71,106.554,3.364,93.53,4495.892,27.004,133.372
168,547.847,41.336,8.308,5.553,129.603,1.381,0.565,5.553,0.532,0.013,1.381,9.033,0.565,3.927,37.084,1893.796,99.69,1557.211,1086.877,106.87,3.19,93.417,4480.246,26.936,133.224
169,484.399,55.558,8.477,0.224,115.791,5.999,1.306,0.224,0.549,0.061,5.999,3.874,1.306,4.556,39.374,1895.013,111.505,1543.174,1083.115,105.602,9.169,92.591,4474.163,23.304,138.324
170,536.738,55.615,8.832,0.158,131.915,12.09,3.311,0.158,0.756,0.248,12.09,0.436,3.311,5.14,39.769,1897.341,132.283,1527.312,1080.325,102.523,21.614,91.804,4473.954,17.328,146.797
171,532.178,49.691,7.75,0.127,122.464,18.373,9.308,0.127,0.949,0.462,18.373,0.151,9.308,5.474,37.858,1899.813,155.292,1508.14,1075.257,94.957,44.72,91.02,4462.943,9.965,157.201
172,561.5,54.014,9.178,0.114,133.754,24.156,16.917,0.114,1.087,0.617,24.156,0.113,16.917,5.74,35.921,1902.929,180.197,1489.964,1070.075,85.967,71.39,90.217,4451.054,5.543,163.564
173,542.352,47.936,8.646,0.1,119.291,30.239,27.242,0.1,1.298,0.964,30.239,0.08,27.242,5.937,33.646,1907.584,213.259,1472.249,1063.768,73.644,105.582,89.36,4438.767,3.521,166.764
174,551.279,52.53,6.79,0.092,136.576,35.255,36.651,0.092,1.47,1.249,35.255,0.064,36.651,6.105,31.428,1912.56,250.106,1456.309,1056.934,60.254,142.267,88.462,4428.193,2.632,168.336
175,442.272,53.149,7.843,2.932,113.093,32.116,19.204,2.932,1.064,0.174,32.116,4.308,19.204,5.903,30.599,1917.03,259.696,1465.302,1067.991,72.423,131.421,88.899,4489.71,3.743,167.038
176,339.279,51.3,6.544,2.879,104.789,31.352,5.932,2.879,1.053,0.144,31.352,4.414,5.932,5.968,31.143,1920.56,270.552,1472.226,1076.186,82.889,121.319,88.999,4541.068,6.65,163.341
177,402.826,41.729,6.549,3.17,103.448,29.855,0.267,3.17,1.059,0.115,29.855,4.713,0.267,5.862,31.407,1921.958,270.399,1479.698,1085.037,89.369,106.989,89.141,4566.91,12.683,155.152
178,476.896,32.416,5.974,3.225,107.186,26.798,0.228,3.225,1.06,0.112,26.798,5.105,0.228,5.669,31.9,1923.571,268.997,1487.193,1093.568,90.753,94.922,89.29,4577.354,16.532,149.878
179,317.51,30.767,5.581,3.027,94.758,23.673,0.338,3.027,1.098,0.141,23.673,4.183,0.338,5.695,32.079,1927.036,282.949,1493.263,1100.174,91.394,90.21,89.293,4600.851,17.32,148.954
180,213.361,36.754,6.555,3.308,90.947,20.272,0.15,3.308,1.065,0.082,20.272,4.403,0.15,5.633,31.737,1927.401,280.943,1500.168,1107.707,92.593,77.553,89.371,4608.138,19.37,146.164
181,352.294,24.336,4.93,3.458,97.092,17.472,0.124,3.458,1.038,0.068,17.472,5.066,0.124,5.496,31.912,1925.968,264.631,1505.994,1115.223,93.56,60.842,89.483,4599.094,21.455,143.215
182,296.419,26.438,5.109,3.574,100.441,14.005,0.121,3.574,1.006,0.056,14.005,5.55,0.121,5.351,32.355,1925.485,253.379,1511.576,1122.077,94.084,46.299,89.6,4593.887,22.651,141.421
183,189.722,25.175,5.237,3.716,91.261,10.971,0.115,3.716,0.971,0.043,10.971,5.85,0.115,5.229,32.847,1924.686,239.954,1515.997,1127.717,94.444,33.023,89.694,4585.058,23.375,140.27
184,249.853,25.537,3.949,3.873,96.61,8.688,0.124,3.873,0.926,0.039,8.688,5.866,0.124,5.115,33.224,1922.9,222.257,1518.871,1131.278,94.85,21.383,89.749,4570.085,24.193,138.99
185,238.963,21.215,4.117,4.102,96.483,6.669,0.149,4.102,0.872,0.032,6.669,6.099,0.149,4.97,33.511,1921.05,205.877,1521.311,1132.472,95.191,12.684,89.823,4555.022,25.189,137.454
186,157.172,23.181,4.08,4.408,89.772,4.551,0.194,4.408,0.815,0.024,4.551,6.627,0.194,4.79,33.872,1919.003,188.796,1523.256,1130.799,95.505,7.322,89.91,4538.138,26.253,135.797
187,309.147,25.879,5.585,4.841,101.791,2.614,0.281,4.841,0.755,0.019,2.614,7.382,0.281,4.563,34.386,1916.375,168.342,1524.719,1126.446,95.893,4.33,89.976,4516.86,27.722,133.506
188,310.781,32.69,6.128,5.477,104.003,1.109,0.398,5.477,0.709,0.016,1.109,8.184,0.398,4.349,35.06,1913.746,147.857,1525.933,1120.511,96.271,3.07,89.908,4494.655,29.252,131.008
189,339.241,35.139,4.673,5.235,98.148,1.391,0.46,5.235,0.671,0.019,1.391,7.603,0.46,4.361,35.753,1912.461,136.431,1521.966,1115.459,96.014,5.003,89.6,4477.305,27.906,132.653
190,416.081,43.77,6.567,4.8,116.537,2.458,0.425,4.8,0.666,0.025,2.458,6.855,0.425,4.421,36.111,1912.44,135.296,1515.491,1113.193,95.503,7.148,89.448,4469.101,25.085,136.557
191,300.179,43.772,7.363,4.649,100.917,3.628,0.376,4.649,0.667,0.024,3.628,6.919,0.376,4.373,36.216,1912.489,136.52,1511.364,1111.7,95.427,7.398,89.467,4465.421,23.627,138.577
192,437.705,39.876,7.827,4.747,113.462,4.018,0.363,4.747,0.652,0.02,4.018,7.732,0.363,4.225,36.466,1911.676,132.546,1508.665,1109.56,95.794,5.951,89.589,4457.714,23.748,138.325
193,562.878,47.751,7.086,4.518,139.505,4.979,0.517,4.518,0.664,0.03,4.979,7.698,0.517,4.243,36.851,1912.019,134.98,1504.928,1107.312,95.805,7.52,89.641,4455.795,22.748,139.74
194,578.775,52.84,7.706,4.393,119.503,6.171,0.47,4.393,0.697,0.038,6.171,7.587,0.47,4.287,37.214,1913.697,143.717,1503.706,1106.841,95.979,8.699,89.757,4463.862,21.744,141.209
195,455.724,56.46,8.713,4.132,115.843,8.12,0.581,4.132,0.733,0.046,8.12,7.288,0.581,4.359,37.566,1916.173,155.18,1503.565,1107.211,95.894,11.567,89.873,4476.75,20.216,143.475
196,576.917,50.441,8.532,4.073,127.24,10.218,0.467,4.073,0.756,0.047,10.218,7.227,0.467,4.381,37.747,1918.035,162.799,1504.628,1108.622,96.361,12.116,90.038,4488.453,19.563,144.568
197,508.606,48.119,8.102,3.82,116.277,12.442,0.693,3.82,0.804,0.069,12.442,6.631,0.693,4.511,37.86,1920.866,175.337,1506.154,1110.017,96.443,15.411,90.154,4505.659,18.355,146.541
198,550.912,52.185,7.396,3.6,123.207,14.973,0.744,3.6,0.876,0.097,14.973,5.665,0.744,4.759,37.501,1924.379,194.232,1509.31,1112.216,96.766,19.156,90.239,4531.47,17.245,148.537
199,468.29,47.123,7.897,3.462,107.798,17.428,0.709,3.462,0.93,0.11,17.428,5.176,0.709,4.921,36.835,1928.036,214.947,1514.388,1114.914,97.33,22.184,90.348,4560.964,16.859,149.477
200,549.212,52.694,7.617,3.287,114.779,19.661,0.825,3.287,1.002,0.143,19.661,4.679,0.825,5.104,36.005,1931.444,236.104,1520.024,1117.711,97.877,25.461,90.425,4591.212,16.532,150.305
201,549.778,38.884,6.017,3.047,113.721,22.18,1.13,3.047,1.129,0.216,22.18,4.042,1.13,5.283,34.941,1936.445,269.494,1527.962,1120.563,98.17,31.299,90.461,4634.688,15.921,151.487
202,453.217,39.609,6.065,2.995,111.265,22.031,0.827,2.995,1.146,0.191,22.031,3.922,0.827,5.443,33.871,1941.217,301.077,1537.632,1124.214,98.921,35.929,90.514,4679.437,15.988,151.741
203,410.996,30.008,5.348,3.147,105.863,20.415,0.385,3.147,1.093,0.114,20.415,4.44,0.385,5.459,33.287,1943.403,313.394,1546.934,1128.876,100.034,33.975,90.63,4705.065,17.288,150.173
204,323.095,23.412,5.41,3.278,95.066,17.28,0.285,3.278,1.058,0.078,17.28,5.026,0.285,5.399,33.237,1943.887,311.865,1555.517,1133.492,100.736,28.656,90.77,4714.826,18.637,148.357
205,265.876,27.516,6.021,3.424,94.446,13.73,0.244,3.424,1.021,0.056,13.73,5.426,0.244,5.271,33.409,1942.877,299.924,1563.106,1137.246,101.323,22.485,90.9,4713.104,19.746,146.787
206,324.103,23.501,4.888,3.637,96.292,10.759,0.23,3.637,0.986,0.046,10.759,5.928,0.23,5.063,33.704,1940.902,281.845,1570.117,1139.567,101.98,15.569,91.044,4703.824,21.073,144.783
207,269.547,27.255,4.998,3.743,95.924,8.381,0.295,3.743,0.946,0.041,8.381,6.128,0.295,4.901,34.096,1939.251,266.118,1575.853,1139.945,102.29,12.25,91.155,4694.984,21.654,143.843
208,229.647,25.843,5.739,3.902,93.543,6.74,0.31,3.902,0.91,0.035,6.74,6.201,0.31,4.81,34.38,1937.151,249.352,1580.656,1139.238,102.612,9.704,91.245,4683.727,22.108,143.064
209,181.393,14.553,5.86,4.16,93.601,4.972,0.329,4.16,0.863,0.027,4.972,6.601,0.329,4.654,34.68,1934.351,228.06,1584.912,1137.118,103.099,7.043,91.349,4667.018,23.021,141.577
210,168.24,27.184,5.15,4.513,88.743,2.899,0.383,4.513,0.813,0.022,2.899,6.949,0.383,4.504,35.08,1931.337,204.046,1587.791,1133.289,103.596,5.163,91.391,4645.696,24.115,139.828
211,295.223,27.09,5.455,4.842,95.963,1.888,0.469,4.842,0.767,0.022,1.888,6.959,0.469,4.4,35.501,1928.432,181.479,1588.9,1128.331,103.97,4.338,91.308,4623.112,25.069,138.272
212,326.255,32.01,5.234,5.062,105.813,1.458,0.509,5.062,0.729,0.022,1.458,6.996,0.509,4.307,35.914,1925.937,163.787,1588.547,1123.497,104.168,4.465,91.162,4603.457,25.423,137.538
213,319.884,35.546,5.871,5.294,105.609,1.165,0.488,5.294,0.694,0.02,1.165,7.295,0.488,4.19,36.332,1923.65,148.463,1587.082,1119.057,104.34,4.451,90.98,4584.882,25.667,136.906
214,366.68,34.834,6.493,4.728,111.033,2.217,0.586,4.728,0.672,0.026,2.217,6.734,0.586,4.24,36.627,1922.674,143.842,1580.693,1116.032,103.821,7.547,90.764,4572.986,23.357,140.048
215,329.839,50.304,8.31,4.603,101.54,3.148,0.427,4.603,0.67,0.025,3.148,6.704,0.427,4.249,36.638,1921.644,143.037,1575.87,1114.85,103.947,7.768,90.746,4567.121,22.183,141.667
216,409.971,35.167,8.072,4.803,110.892,3.155,0.387,4.803,0.646,0.019,3.155,7.883,0.387,4.056,36.882,1919.76,136.045,1573.479,1112.699,104.533,5.583,90.871,4556.484,23.103,140.212
217,433.773,50.529,7.426,0.209,112.56,6.904,1.064,0.209,0.635,0.077,6.904,2.848,1.064,4.585,39.687,1918.356,139.053,1563.592,1108.401,104.081,9.009,90.068,4544.837,22.506,140.898
218,544.056,48.202,9.116,0.149,120.375,11.643,3.859,0.149,0.851,0.317,11.643,0.272,3.859,5.027,39.935,1918.076,150.873,1547.35,1104.287,100.324,22.798,89.313,4532.734,17.214,148.34
219,526.189,46.797,9.016,0.119,124.034,17.76,11.766,0.119,1.04,0.559,17.76,0.119,11.766,5.378,37.588,1919.146,174.832,1526.75,1098.211,90.53,51.29,88.514,4515.83,8.613,160.585
220,546.835,46.207,8.7,0.103,127.135,24.185,22.518,0.103,1.245,0.87,24.185,0.082,22.518,5.701,34.906,1921.367,209.067,1507.614,1091.523,78.08,85.961,87.668,4501.724,4.355,166.865
221,507.514,49.098,9.763,0.091,125.695,29.992,33.151,0.091,1.449,1.232,29.992,0.061,33.151,5.968,32.297,1923.914,248.75,1490.428,1084.238,64.235,123.86,86.779,4489.495,2.947,169.236
222,538.34,43.737,8.549,0.082,128.436,35.012,42.507,0.082,1.645,1.697,35.012,0.047,42.507,6.131,30.023,1926.207,286.912,1474.596,1076.421,49.447,163.729,85.867,4474.498,2.319,170.541
223,424.585,45.959,7.502,2.774,107.357,31.382,23.868,2.774,1.211,0.268,31.382,3.613,23.868,5.968,29.289,1928.464,302.568,1486.458,1086.825,60.928,154.929,86.2,4539.974,3.287,169.537
224,572.342,43.008,6.751,2.744,122.059,29.364,9.487,2.744,1.232,0.262,29.364,3.88,9.487,5.962,29.839,1929.829,319.612,1496.699,1095.008,71.207,146.388,86.293,4597.871,5.658,166.583
225,443.948,37.863,5.912,2.764,106.759,27.279,1.423,2.764,1.248,0.245,27.279,3.871,1.423,5.959,30.274,1932.443,342.74,1508.416,1103.006,78.829,141.219,86.379,4655.053,9.892,160.952
226,425.701,24.82,5.996,2.909,107.719,24.258,0.384,2.909,1.234,0.193,24.258,3.969,0.384,5.822,30.548,1933.327,355.255,1519.149,1110.961,81.19,134.882,86.458,4684.198,14.268,155.026
227,379.138,32.79,4.499,3.01,104.57,20.057,0.264,3.01,1.208,0.154,20.057,4.179,0.264,5.679,30.827,1933.102,358.63,1529.54,1119.132,82.4,126.404,86.544,4701.243,16.848,151.586
228,269.714,29.712,6.748,3.215,92.36,16.715,0.159,3.215,1.162,0.098,16.715,4.84,0.159,5.505,31.259,1931.491,348.205,1539.853,1128.112,83.238,113.097,86.681,4703.608,18.929,148.752
229,348.667,23.223,4.949,3.225,100.408,14.079,0.165,3.225,1.134,0.094,14.079,4.95,0.165,5.456,31.832,1929.005,332.203,1547.624,1136.311,83.85,99.653,86.756,4697.62,19.897,147.365
230,255.415,25.67,5.871,3.195,95.95,11.773,0.183,3.195,1.119,0.097,11.773,4.384,0.183,5.473,32.063,1926.76,323.944,1554.144,1143.475,84.276,89.14,86.757,4696.973,20.086,147.082
231,217.366,24.017,3.453,3.503,92.359,9.179,0.106,3.503,1.104,0.068,9.179,4.85,0.106,5.296,32.137,1923.334,304.907,1561.913,1151.547,85.051,72.357,86.836,4686.013,21.665,144.689
232,268.617,17.911,5.156,3.72,94.797,6.404,0.096,3.72,1.059,0.054,6.404,5.654,0.096,5.026,32.624,1920.018,278.043,1568.88,1159.142,85.518,54.242,86.922,4666.231,23.383,142.054
233,168.034,29.568,4.703,3.823,89.048,4.486,0.113,3.823,1.0,0.047,4.486,5.533,0.113,4.885,33.168,1917.136,256.678,1572.67,1164.802,85.677,40.936,86.889,4648.739,23.655,141.518
234,261.941,27.145,5.089,4.155,97.73,3.355,0.097,4.155,0.964,0.04,3.355,5.667,0.097,4.725,33.525,1914.013,232.255,1576.382,1169.473,86.096,26.406,86.854,4627.541,24.746,139.792
235,342.823,32.542,3.49,4.537,109.239,2.203,0.124,4.537,0.891,0.032,2.203,6.337,0.124,4.516,33.979,1910.975,208.21,1579.821,1171.71,86.517,14.676,86.819,4605.706,26.122,137.542
236,256.164,31.988,5.906,4.433,99.242,2.575,0.219,4.433,0.827,0.032,2.575,6.11,0.219,4.507,34.437,1908.96,194.973,1578.956,1170.658,86.304,12.248,86.68,4590.406,25.129,138.712
237,343.502,41.851,6.471,4.577,102.002,2.813,0.228,4.577,0.792,0.029,2.813,6.34,0.228,4.449,34.737,1906.539,182.378,1578.643,1169.462,86.424,8.95,86.661,4576.078,24.791,138.997
238,292.774,41.886,6.977,4.593,102.7,3.22,0.31,4.593,0.748,0.025,3.22,6.863,0.31,4.336,35.133,1904.278,170.624,1577.868,1166.976,86.567,7.745,86.684,4562.271,24.483,139.229
239,418.939,42.693,7.431,4.787,111.058,3.186,0.315,4.787,0.712,0.021,3.186,7.803,0.315,4.159,35.653,1901.852,157.99,1577.219,1164.089,86.974,5.828,86.784,4547.626,24.856,138.479
240,463.043,40.212,7.424,4.596,121.209,3.913,0.441,4.596,0.693,0.025,3.913,7.901,0.441,4.136,36.313,1900.486,152.507,1574.106,1160.976,86.978,7.273,86.806,4538.011,23.853,139.748
241,399.916,48.424,8.634,4.427,117.123,5.146,0.425,4.427,0.702,0.028,5.146,7.451,0.425,4.206,36.817,1899.98,154.596,1571.191,1159.763,87.079,8.601,86.85,4537.197,22.355,141.838
242,601.351,47.626,9.039,4.203,138.438,7.128,0.514,4.203,0.728,0.043,7.128,6.876,0.514,4.299,37.049,1899.788,160.345,1568.998,1159.093,87.241,10.324,86.917,4541.05,20.909,143.977
243,644.774,48.417,8.952,3.873,131.81,9.85,0.738,3.873,0.808,0.079,9.85,6.006,0.738,4.46,37.053,1901.604,179.464,1569.422,1159.447,87.326,14.284,86.993,4561.091,19.007,146.849
244,448.909,56.87,8.072,3.592,115.582,12.97,0.828,3.592,0.885,0.101,12.97,5.301,0.828,4.677,36.723,1904.594,206.102,1572.845,1161.123,87.621,19.337,87.084,4592.905,17.224,149.623
245,569.491,58.877,7.811,3.514,127.016,16.476,0.614,3.514,0.915,0.1,16.476,5.182,0.614,4.843,36.219,1905.846,221.094,1577.229,1163.723,88.513,21.256,87.213,4615.862,16.934,150.305
246,513.159,53.899,7.004,3.333,124.468,20.234,0.744,3.333,0.971,0.124,20.234,4.868,0.744,5.035,35.754,1907.889,241.202,1582.284,1166.356,89.025,24.594,87.317,4643.552,16.59,151.109
247,499.243,52.59,7.593,3.359,119.936,22.217,0.489,3.359,0.981,0.106,22.217,5.048,0.489,5.137,35.323,1909.322,255.448,1589.005,1169.888,89.988,25.064,87.474,4668.1,17.07,150.713
248,502.635,39.805,7.699,3.166,116.401,23.602,0.761,3.166,1.034,0.142,23.602,4.653,0.761,5.277,35.005,1910.846,269.966,1595.155,1172.901,90.33,28.329,87.564,4691.938,16.65,151.602
249,445.833,44.901,6.351,3.071,110.764,23.498,0.724,3.071,1.077,0.158,23.498,4.193,0.724,5.43,34.335,1912.381,288.882,1602.729,1176.234,91.08,31.952,87.633,4722.147,16.367,152.339
250,389.719,31.013,5.761,3.142,105.345,22.629,0.452,3.142,1.054,0.118,22.629,4.392,0.452,5.496,33.769,1912.554,297.724,1610.605,1180.275,92.076,31.722,87.747,4742.657,17.049,151.559
251,371.478,26.207,5.311,3.239,100.954,19.784,0.345,3.239,1.026,0.09,19.784,4.756,0.345,5.434,33.558,1911.589,296.524,1617.825,1184.368,92.82,28.609,87.879,4751.509,18.0,150.302
252,293.866,26.334,5.816,3.292,100.673,16.525,0.327,3.292,1.004,0.076,16.525,4.822,0.327,5.434,33.478,1910.038,292.089,1623.978,1187.755,93.354,25.411,87.981,4755.265,18.636,149.479
