t_saat,KOI_giris,NH4_giris,PO4_giris,DO,KOI_cikis,NH4_cikis,PO4_cikis,SO2,SF,SA,SNH4,SNO3,SPO4,SALK,SN2,XI,XS,XH,XPAO,XPP,XPHA,XAUT,XTSS,XMeOH,XMeP
129,402.206,32.246,5.166,2.764,111.204,24.265,0.205,2.764,1.235,0.137,24.265,5.178,0.205,5.809,30.7,1782.668,254.95,1464.311,1085.333,91.283,195.27,94.648,4510.711,13.055,161.542
130,266.741,36.145,4.796,2.918,97.234,20.517,0.133,2.918,1.201,0.105,20.517,5.344,0.133,5.545,31.556,1784.104,243.39,1477.386,1092.185,92.497,187.517,94.885,4519.085,16.59,156.652
131,236.402,34.748,4.202,3.116,95.829,17.736,0.089,3.116,1.169,0.083,17.736,5.526,0.089,5.38,32.176,1783.575,222.153,1488.217,1098.912,93.401,175.894,95.092,4513.609,19.201,153.046
132,319.136,24.833,5.302,3.281,96.977,15.085,0.075,3.281,1.125,0.078,15.085,5.765,0.075,5.226,32.728,1782.384,198.75,1497.455,1105.479,94.109,162.127,95.286,4502.553,21.458,149.846
133,191.079,20.098,4.824,3.3,86.96,12.027,0.079,3.3,1.061,0.071,12.027,5.534,0.079,5.145,33.14,1781.926,183.114,1504.208,1111.5,94.538,150.833,95.417,4496.259,22.243,148.7
134,190.765,14.945,4.278,3.548,86.863,8.581,0.058,3.548,1.038,0.063,8.581,5.29,0.058,5.123,33.177,1780.164,164.449,1509.184,1117.127,95.128,136.691,95.497,4483.254,23.532,146.785
135,171.717,23.903,4.977,4.036,85.448,4.811,0.041,4.036,1.008,0.051,4.811,5.845,0.041,4.951,33.373,1777.68,141.296,1513.775,1123.046,95.855,118.668,95.586,4463.793,25.974,143.122
136,140.701,22.317,3.439,4.535,83.978,2.304,0.036,4.535,0.934,0.042,2.304,6.368,0.036,4.756,33.868,1775.177,118.267,1515.745,1128.483,96.462,100.259,95.548,4440.872,28.254,139.602
137,277.998,26.311,4.015,4.747,91.174,1.601,0.04,4.747,0.834,0.039,1.601,5.791,0.04,4.737,34.278,1773.172,102.174,1512.863,1132.411,96.715,85.402,95.278,4419.149,29.246,137.926
138,200.399,34.996,5.532,5.092,85.949,1.142,0.039,5.092,0.783,0.034,1.142,5.651,0.039,4.683,34.468,1771.442,91.023,1509.091,1136.572,96.912,69.981,95.007,4400.204,30.194,136.275
139,207.263,27.172,6.151,4.963,91.033,1.41,0.047,4.963,0.698,0.03,1.41,5.587,0.047,4.65,34.587,1770.073,83.553,1502.626,1139.825,96.843,57.388,94.716,4382.451,29.812,136.531
140,282.62,30.794,6.319,5.087,97.022,1.434,0.043,5.087,0.673,0.026,1.434,5.828,0.043,4.585,34.657,1768.633,77.936,1495.424,1142.647,96.954,44.66,94.514,4365.495,29.67,136.481
141,251.916,38.001,5.352,5.611,95.119,0.851,0.039,5.611,0.649,0.019,0.851,6.414,0.039,4.432,34.888,1766.733,70.49,1489.287,1145.305,97.428,29.733,94.265,4346.655,31.186,133.983
142,363.38,46.611,6.313,4.824,107.792,2.089,0.077,4.824,0.573,0.022,2.089,6.098,0.077,4.463,35.059,1766.598,72.092,1478.716,1145.123,97.07,25.42,93.997,4334.755,29.061,136.83
143,390.062,48.662,7.639,4.391,110.583,4.435,0.088,4.391,0.615,0.026,4.435,6.218,0.088,4.485,34.89,1767.64,81.439,1470.648,1145.627,96.807,22.239,94.034,4333.981,26.62,140.306
144,503.998,44.565,9.223,4.459,118.235,5.404,0.084,4.459,0.64,0.022,5.404,7.318,0.084,4.361,35.05,1768.445,86.529,1467.495,1146.741,97.177,16.008,94.259,4334.147,26.383,140.539
145,468.557,53.656,8.572,4.29,114.545,5.966,0.128,4.29,0.645,0.023,5.966,8.036,0.128,4.285,35.616,1770.139,92.518,1465.118,1146.746,97.433,14.119,94.478,4337.904,25.479,141.752
146,562.539,45.284,8.836,3.97,118.556,8.151,0.173,3.97,0.701,0.035,8.151,7.603,0.173,4.399,36.067,1773.393,105.231,1463.822,1147.007,97.53,16.092,94.651,4351.557,23.313,144.949
147,593.526,46.402,7.923,3.66,126.273,10.288,0.224,3.66,0.8,0.06,10.288,6.8,0.224,4.591,36.31,1778.349,125.659,1466.516,1147.997,97.773,19.383,94.856,4377.821,21.343,147.963
148,557.315,48.115,7.707,3.342,118.596,12.425,0.3,3.342,0.907,0.093,12.425,5.94,0.3,4.787,36.331,1784.728,149.259,1472.969,1149.601,98.002,25.324,95.068,4413.023,19.467,150.897
149,491.0,43.619,6.492,3.036,115.88,15.328,0.361,3.036,1.016,0.126,15.328,4.963,0.361,5.062,35.793,1791.881,176.271,1481.259,1151.489,98.36,33.178,95.232,4454.824,17.946,153.509
150,480.658,46.924,7.409,3.057,113.782,16.67,0.239,3.057,1.051,0.107,16.67,5.024,0.239,5.17,35.086,1797.566,193.102,1491.579,1154.332,99.218,36.115,95.465,4488.451,18.228,153.469
151,362.776,40.379,6.286,3.085,102.195,17.05,0.2,3.085,1.028,0.078,17.05,5.442,0.2,5.207,34.872,1801.686,196.329,1501.834,1157.676,99.967,36.926,95.73,4509.393,18.567,153.266
152,388.738,43.033,6.323,3.19,106.253,16.477,0.153,3.19,1.003,0.061,16.477,5.8,0.153,5.275,34.83,1804.098,190.055,1510.783,1161.097,100.691,34.357,95.989,4518.514,19.34,152.43
153,307.839,29.799,5.426,3.208,93.948,15.836,0.151,3.208,0.975,0.054,15.836,5.824,0.151,5.342,34.845,1806.257,183.41,1518.439,1164.005,101.278,32.115,96.219,4525.307,19.868,151.879
154,338.729,26.569,5.17,3.267,94.259,13.904,0.139,3.267,0.957,0.052,13.904,5.627,0.139,5.39,34.643,1807.758,176.505,1524.854,1166.321,101.838,29.095,96.412,4529.111,20.529,151.13
155,388.565,29.37,4.578,3.189,98.397,11.976,0.174,3.189,0.969,0.071,11.976,5.086,0.174,5.452,34.195,1810.02,177.855,1530.736,1167.777,102.245,27.955,96.551,4539.168,20.863,150.871
156,250.748,20.946,4.527,3.428,89.601,9.689,0.118,3.428,0.952,0.042,9.689,5.526,0.118,5.421,33.886,1811.947,175.508,1538.519,1169.671,102.743,24.484,96.777,4546.811,21.786,149.557
157,100.88,26.584,4.891,3.694,84.934,7.039,0.093,3.694,0.903,0.027,7.039,6.04,0.093,5.272,33.943,1811.665,159.051,1543.695,1170.48,103.252,18.474,96.96,4537.171,23.023,147.722
158,163.263,21.711,3.369,4.092,84.349,5.206,0.083,4.092,0.823,0.02,5.206,6.387,0.083,5.106,33.999,1809.546,134.292,1546.256,1168.891,104.107,11.001,97.09,4515.072,25.454,144.157
159,181.002,9.081,3.316,4.335,87.308,3.503,0.115,4.335,0.726,0.018,3.503,6.482,0.115,4.998,34.022,1807.526,116.014,1545.61,1164.679,104.722,7.433,97.162,4494.319,27.454,141.163
160,185.243,26.718,4.794,4.61,84.052,2.008,0.148,4.61,0.677,0.019,2.008,5.774,0.148,5.034,33.728,1805.907,105.247,1542.544,1159.381,105.023,6.602,97.06,4477.327,28.286,139.849
161,162.636,28.016,5.777,5.217,84.531,1.283,0.145,5.217,0.625,0.013,1.283,6.111,0.145,4.911,33.616,1803.737,92.489,1540.363,1153.576,105.672,4.221,96.984,4458.479,30.105,137.038
162,238.276,31.454,6.336,5.538,90.626,0.992,0.198,5.538,0.56,0.012,0.992,6.634,0.198,4.768,33.951,1801.533,79.928,1536.029,1146.362,106.258,3.576,96.799,4437.243,31.756,134.34
163,201.617,22.229,4.857,5.24,87.862,1.434,0.185,5.24,0.53,0.012,1.434,6.664,0.185,4.709,34.252,1800.406,75.084,1527.694,1140.27,106.352,4.852,96.617,4420.695,30.954,135.211
164,258.406,31.983,5.869,5.323,94.458,1.396,0.157,5.323,0.52,0.011,1.396,6.837,0.157,4.642,34.425,1799.274,71.953,1519.456,1135.031,106.503,4.712,96.508,4405.589,30.461,135.68
165,381.644,36.398,5.618,5.003,102.792,1.975,0.182,5.003,0.523,0.016,1.975,6.707,0.182,4.611,34.543,1798.836,73.179,1510.906,1129.954,106.52,5.884,96.397,4394.75,29.531,136.846
166,345.526,39.048,6.651,4.916,103.299,2.348,0.156,4.916,0.548,0.014,2.348,7.213,0.156,4.496,34.686,1799.119,77.306,1504.721,1126.246,106.562,6.383,96.452,4389.807,28.63,137.981
167,463.872,54.063,8.105,4.93,112.273,2.436,0.157,4.93,0.554,0.014,2.436,8.002,0.157,4.35,35.133,1799.294,78.477,1499.926,1122.72,106.756,6.224,96.548,4383.806,28.401,138.133
168,406.64,48.586,7.613,4.474,106.363,4.077,0.193,4.474,0.581,0.019,4.077,8.092,0.193,4.327,35.659,1800.85,84.859,1494.814,1120.161,106.659,8.854,96.645,4384.853,26.575,140.663
169,588.031,50.047,7.522,0.154,128.363,11.661,0.951,0.154,0.703,0.156,11.661,1.324,0.951,5.216,37.952,1803.711,105.621,1484.704,1116.684,105.61,18.949,95.724,4393.697,22.999,145.82
170,481.098,53.262,8.155,0.109,113.744,19.478,8.28,0.109,1.101,0.601,19.478,0.129,8.28,5.745,35.884,1808.31,137.723,1467.56,1109.478,96.23,51.779,94.889,4392.179,12.987,160.125
171,514.04,52.804,7.174,0.098,125.917,26.734,17.523,0.098,1.279,0.77,26.734,0.099,17.523,6.089,33.506,1812.743,166.701,1450.753,1101.99,84.723,88.976,94.047,4382.883,5.818,170.485
172,535.237,33.466,8.539,0.089,119.94,32.57,27.569,0.089,1.51,1.108,32.57,0.076,27.569,6.3,31.319,1817.903,199.447,1434.811,1094.022,71.839,128.866,93.173,4372.527,3.59,173.988
173,473.852,43.196,7.179,0.08,121.504,35.25,38.19,0.08,1.767,1.62,35.25,0.058,38.19,6.436,29.245,1823.818,235.183,1420.166,1085.228,56.208,174.648,92.253,4359.578,2.624,175.788
174,480.771,36.447,6.516,0.074,116.255,37.733,46.48,0.074,1.976,2.151,37.733,0.047,46.48,6.482,27.433,1829.254,267.608,1406.496,1075.893,39.947,221.286,91.305,4342.458,2.169,176.909
175,465.692,40.898,6.722,2.386,111.174,31.1,20.912,2.386,1.372,0.288,31.1,3.94,20.912,6.248,27.542,1834.387,272.143,1425.243,1084.266,56.714,213.691,91.793,4423.99,3.51,175.484
176,442.363,33.686,6.485,2.455,115.964,26.727,2.667,2.455,1.286,0.203,26.727,4.608,2.667,6.176,28.933,1838.704,273.214,1441.817,1091.425,71.846,205.914,92.08,4492.493,7.44,170.268
177,388.783,30.994,6.459,2.722,107.62,22.637,0.227,2.722,1.293,0.168,22.637,4.739,0.227,6.01,30.043,1842.282,269.184,1456.89,1098.046,75.52,200.817,92.317,4518.572,13.254,162.403
178,296.288,17.668,4.847,2.797,99.789,18.587,0.168,2.797,1.266,0.142,18.587,4.503,0.168,5.923,30.717,1844.817,262.044,1470.195,1104.108,77.058,195.616,92.488,4533.385,16.442,158.129
179,255.315,22.453,5.352,3.098,91.796,13.29,0.095,3.098,1.232,0.101,13.29,4.953,0.095,5.73,31.153,1845.023,242.305,1483.042,1110.821,78.278,184.232,92.697,4532.435,19.305,154.139
180,341.363,26.434,4.445,3.19,101.602,9.672,0.093,3.19,1.174,0.095,9.672,5.13,0.093,5.563,31.73,1844.647,220.155,1493.274,1117.186,79.051,172.653,92.849,4525.358,20.92,151.79
181,244.99,26.2,3.828,3.409,90.517,7.304,0.074,3.409,1.14,0.079,7.304,5.364,0.074,5.417,32.219,1844.633,202.476,1502.898,1123.71,79.612,160.071,92.993,4520.292,22.256,149.803
182,135.794,22.521,3.692,3.659,86.693,5.453,0.058,3.659,1.094,0.064,5.453,5.596,0.058,5.252,32.717,1843.524,179.635,1510.198,1129.89,80.011,145.965,93.085,4506.659,23.496,147.917
183,179.899,13.71,3.577,3.894,88.533,4.027,0.05,3.894,1.035,0.06,4.027,5.255,0.05,5.179,33.013,1841.279,154.866,1513.773,1134.921,80.455,131.14,93.052,4485.861,24.898,145.786
184,164.541,27.09,4.023,4.38,87.013,2.149,0.042,4.38,0.981,0.052,2.149,5.146,0.042,5.086,33.142,1838.64,131.92,1515.989,1139.974,81.02,114.277,92.951,4463.743,26.934,142.725
185,191.814,27.157,5.562,4.741,87.584,1.429,0.041,4.741,0.89,0.046,1.429,5.091,0.041,5.002,33.3,1836.057,111.955,1515.592,1144.66,81.472,97.501,92.72,4440.887,28.534,140.193
186,166.011,26.592,5.685,5.307,86.346,0.832,0.035,5.307,0.834,0.037,0.832,5.405,0.035,4.86,33.504,1833.313,93.81,1513.624,1149.365,81.991,79.294,92.427,4416.988,30.332,137.265
187,242.316,21.71,4.846,5.03,93.033,1.162,0.051,5.03,0.7,0.034,1.162,5.171,0.051,4.83,33.671,1831.472,83.872,1506.127,1152.258,81.95,67.25,92.051,4396.239,29.653,137.919
188,393.473,39.339,4.982,5.03,110.006,1.298,0.05,5.03,0.677,0.033,1.298,5.155,0.05,4.793,33.687,1830.107,80.16,1497.822,1155.036,81.888,56.178,91.803,4380.511,28.714,139.03
189,378.375,36.382,5.86,4.525,102.358,2.343,0.076,4.525,0.657,0.038,2.343,5.221,0.076,4.777,33.644,1830.203,84.858,1490.073,1157.74,81.582,48.878,91.655,4374.656,26.844,141.547
190,273.226,44.45,6.501,4.728,93.895,2.487,0.054,4.728,0.684,0.026,2.487,6.213,0.054,4.599,33.779,1829.942,86.039,1486.096,1161.654,81.703,38.168,91.703,4369.228,26.521,141.854
191,497.119,46.448,7.164,4.62,118.919,2.99,0.069,4.62,0.65,0.026,2.99,6.825,0.069,4.456,34.229,1829.428,84.515,1481.231,1164.194,81.912,29.113,91.705,4360.685,26.405,141.859
192,527.136,55.64,8.396,4.334,128.024,4.496,0.097,4.334,0.663,0.032,4.496,7.004,0.097,4.389,34.743,1830.487,91.035,1476.978,1166.061,82.003,24.95,91.788,4362.477,25.224,143.476
193,483.949,49.643,7.407,3.872,120.441,7.799,0.156,3.872,0.723,0.048,7.799,6.533,0.156,4.465,35.118,1833.526,106.593,1475.053,1167.754,81.958,26.185,91.915,4378.028,22.676,147.181
194,554.183,50.681,8.904,3.788,129.233,10.276,0.143,3.788,0.785,0.051,10.276,6.504,0.143,4.524,35.321,1836.461,120.167,1477.262,1170.215,82.374,25.182,92.153,4396.128,21.572,148.908
195,482.889,57.396,6.59,3.563,114.145,12.497,0.196,3.563,0.833,0.065,12.497,6.362,0.196,4.618,35.607,1839.892,133.269,1480.975,1172.416,82.804,26.541,92.391,4416.835,20.41,150.697
196,495.994,45.645,7.257,3.373,119.698,15.713,0.215,3.373,0.891,0.078,15.713,5.787,0.215,4.788,35.608,1843.52,147.789,1486.081,1174.663,83.231,29.589,92.603,4441.065,19.331,152.444
197,574.983,49.842,7.693,3.234,131.529,17.46,0.233,3.234,0.965,0.101,17.46,5.43,0.233,4.938,35.376,1847.468,164.595,1493.17,1177.132,83.895,31.925,92.831,4469.365,18.992,153.231
198,460.429,41.971,7.34,3.135,123.005,18.457,0.239,3.135,1.002,0.101,18.457,5.365,0.239,5.051,35.209,1851.932,180.034,1502.468,1179.968,84.597,35.44,93.085,4500.214,18.586,154.096
199,345.883,34.515,6.113,3.093,99.797,18.339,0.207,3.093,1.006,0.084,18.339,5.158,0.207,5.252,34.909,1854.908,187.653,1510.837,1182.85,85.374,37.332,93.298,4522.395,18.417,154.608
200,392.191,35.005,6.527,3.05,102.717,17.335,0.201,3.05,1.028,0.095,17.335,4.741,0.201,5.443,34.311,1856.196,190.737,1518.499,1185.341,86.23,37.446,93.464,4537.9,18.927,154.275
201,346.149,34.071,5.942,3.194,101.091,15.669,0.152,3.194,1.011,0.072,15.669,5.101,0.152,5.366,33.907,1856.999,189.748,1527.625,1188.297,87.177,35.19,93.704,4550.356,19.91,153.16
202,363.427,33.284,4.536,3.203,98.818,14.244,0.156,3.203,0.988,0.066,14.244,5.264,0.156,5.337,33.825,1857.334,185.141,1534.924,1190.864,87.76,33.107,93.911,4556.783,20.252,152.817
203,263.202,30.573,4.844,3.359,95.502,12.711,0.12,3.359,0.967,0.049,12.711,5.521,0.12,5.303,33.781,1857.176,179.096,1542.262,1193.32,88.305,29.317,94.133,4560.286,21.073,151.713
204,205.599,20.019,4.843,3.424,93.899,11.132,0.116,3.424,0.922,0.041,11.132,5.434,0.116,5.351,33.686,1855.688,167.297,1546.945,1194.686,88.802,25.306,94.291,4554.848,21.722,150.872
205,249.653,15.295,3.828,3.892,88.25,7.653,0.078,3.892,0.883,0.027,7.653,6.18,0.078,5.205,33.691,1852.779,147.96,1552.008,1195.405,89.702,16.828,94.523,4540.259,24.035,147.483
206,186.882,17.8,5.323,4.176,86.791,4.225,0.097,4.176,0.794,0.021,4.225,6.853,0.097,4.997,34.149,1850.329,130.389,1554.477,1193.943,90.293,11.726,94.699,4524.214,25.706,144.924
207,138.249,14.411,3.75,4.554,84.929,2.283,0.104,4.554,0.735,0.018,2.283,6.436,0.104,4.975,34.434,1847.843,115.884,1553.765,1190.713,90.825,8.832,94.676,4507.25,26.654,143.396
208,237.558,20.371,4.608,4.837,91.149,1.504,0.134,4.837,0.68,0.02,1.504,5.485,0.134,5.098,34.289,1845.242,103.644,1550.376,1185.797,91.32,7.233,94.479,4488.502,27.6,141.898
209,207.935,22.308,4.001,5.271,91.839,1.025,0.144,5.271,0.643,0.018,1.025,5.348,0.144,5.096,34.087,1842.445,94.194,1547.119,1180.403,91.858,5.785,94.279,4471.424,28.835,139.922
210,226.4,30.435,5.287,5.588,91.408,0.806,0.163,5.588,0.596,0.016,0.806,5.618,0.163,5.011,34.14,1839.637,83.971,1542.653,1174.322,92.283,5.044,94.01,4452.01,29.938,138.033
211,271.218,20.887,4.961,5.066,89.935,1.461,0.179,5.066,0.569,0.018,1.461,5.573,0.179,5.002,34.122,1837.711,81.662,1534.09,1168.913,92.149,7.028,93.784,4437.12,28.535,139.788
212,252.244,31.662,5.94,5.79,91.868,0.752,0.134,5.79,0.563,0.012,0.752,6.454,0.134,4.835,34.219,1835.009,75.873,1528.785,1164.146,92.68,4.538,93.679,4420.971,29.672,137.858
213,324.145,35.775,5.547,6.298,97.193,0.455,0.201,6.298,0.515,0.011,0.455,7.066,0.201,4.699,34.57,1831.818,65.602,1523.149,1156.643,93.408,3.462,93.284,4398.796,32.236,133.737
214,395.469,48.276,7.542,5.265,105.021,1.395,0.205,5.265,0.496,0.016,1.395,6.865,0.205,4.715,34.957,1831.078,67.659,1510.863,1151.753,92.877,7.968,92.998,4386.043,29.269,137.725
215,427.961,41.069,7.599,4.989,113.161,2.21,0.145,4.989,0.531,0.016,2.21,7.405,0.145,4.613,35.278,1830.621,73.047,1501.841,1150.002,92.68,8.69,93.054,4380.69,26.974,140.859
216,536.093,49.671,8.339,4.867,123.899,2.638,0.153,4.867,0.55,0.016,2.638,8.149,0.153,4.46,35.79,1830.13,76.98,1495.897,1147.909,92.869,8.734,93.167,4376.879,26.254,141.726
217,512.207,49.63,7.539,0.165,115.193,9.037,0.807,0.165,0.645,0.119,9.037,1.828,0.807,5.204,38.331,1831.53,98.142,1484.815,1144.338,91.993,19.106,92.31,4384.62,22.88,146.529
218,560.927,55.496,8.543,0.114,119.79,16.786,6.895,0.114,1.041,0.542,16.786,0.136,6.895,5.683,36.71,1833.67,128.983,1467.828,1137.523,84.303,49.244,91.515,4384.162,14.025,159.135
219,525.46,52.924,7.725,0.101,116.596,24.035,15.564,0.101,1.236,0.731,24.035,0.1,15.564,6.006,34.489,1835.901,158.636,1451.17,1130.207,73.711,85.264,90.733,4376.334,6.51,169.842
220,570.795,49.192,7.562,0.094,118.71,29.928,24.478,0.094,1.39,0.897,29.928,0.084,24.478,6.226,32.768,1837.907,184.418,1435.965,1123.073,62.946,121.512,89.955,4364.507,3.943,173.62
221,521.033,43.613,8.569,0.082,126.471,35.129,35.589,0.082,1.685,1.496,35.129,0.059,35.589,6.353,30.76,1841.174,219.652,1420.735,1114.607,48.271,165.613,89.12,4351.118,2.792,175.581
222,474.401,34.447,6.461,0.073,118.819,38.307,44.596,0.073,1.957,2.222,38.307,0.045,44.596,6.412,28.678,1844.188,258.461,1407.113,1105.125,32.625,211.296,88.221,4338.4,2.251,176.828
223,436.849,40.201,7.145,2.454,109.523,31.309,18.839,2.454,1.344,0.288,31.309,4.018,18.839,6.223,28.52,1845.853,259.861,1425.885,1114.027,50.802,201.815,88.74,4418.79,3.708,175.127
224,348.526,37.414,6.182,2.459,96.697,27.492,2.032,2.459,1.294,0.22,27.492,4.072,2.032,6.23,29.558,1846.677,264.668,1440.355,1120.271,65.008,195.797,88.949,4482.752,7.859,169.672
225,374.839,23.758,5.028,2.906,104.195,23.48,0.153,2.906,1.27,0.142,23.48,4.592,0.153,5.977,30.146,1845.567,257.862,1454.997,1127.083,68.439,187.216,89.203,4500.03,14.106,161.231
226,302.737,21.512,4.118,3.081,98.897,18.282,0.111,3.081,1.222,0.104,18.282,5.296,0.111,5.699,30.976,1844.149,242.153,1468.259,1134.224,69.728,176.745,89.472,4502.207,17.667,156.262
227,237.902,25.011,3.954,3.211,93.268,13.809,0.09,3.211,1.182,0.087,13.809,5.363,0.09,5.527,31.757,1842.044,223.615,1478.847,1140.756,70.478,165.978,89.661,4497.407,19.682,153.444
228,280.473,22.903,5.125,3.341,95.583,10.653,0.079,3.341,1.143,0.084,10.653,5.174,0.079,5.401,32.245,1839.19,203.511,1487.49,1146.832,71.113,153.909,89.795,4487.649,21.326,151.136
229,137.185,15.279,5.376,3.52,86.645,7.847,0.067,3.52,1.092,0.069,7.847,5.131,0.067,5.272,32.53,1836.268,184.216,1494.693,1152.802,71.759,141.027,89.909,4476.712,22.539,149.389
230,160.261,16.638,4.265,3.926,86.069,4.78,0.047,3.926,1.058,0.058,4.78,5.263,0.047,5.157,32.75,1833.206,157.637,1499.846,1158.396,72.596,124.428,89.964,4455.974,24.423,146.581
231,225.358,11.431,4.396,4.262,90.418,2.495,0.047,4.262,0.975,0.054,2.495,5.072,0.047,5.105,32.959,1830.308,134.938,1501.877,1163.229,73.278,108.207,89.885,4434.384,26.17,143.914
232,196.424,27.627,5.025,5.006,88.143,0.881,0.041,5.006,0.939,0.046,0.881,4.792,0.041,5.089,33.108,1827.243,115.871,1502.953,1168.177,73.873,91.068,89.618,4413.517,27.987,141.056
233,196.1,17.949,4.874,4.722,89.53,1.198,0.062,4.722,0.803,0.046,1.198,4.131,0.062,5.177,33.007,1824.914,104.635,1498.493,1171.354,73.848,80.002,89.22,4395.176,27.241,141.908
234,238.555,29.592,5.945,5.09,95.116,0.97,0.047,5.09,0.788,0.039,0.97,4.31,0.047,5.127,32.755,1822.153,94.423,1494.141,1175.028,74.128,65.906,88.952,4376.66,27.507,141.305
235,271.291,30.765,5.858,4.917,98.403,1.291,0.06,4.917,0.706,0.036,1.291,4.477,0.06,5.078,32.654,1819.684,87.755,1487.97,1177.973,74.305,53.959,88.664,4359.844,27.282,141.369
236,230.39,40.868,6.224,4.986,90.865,1.53,0.053,4.986,0.688,0.029,1.53,5.106,0.053,4.948,32.661,1817.112,83.64,1481.904,1180.896,74.577,41.95,88.519,4345.269,27.224,141.197
237,332.886,35.472,6.133,4.925,101.947,2.005,0.057,4.925,0.65,0.025,2.005,5.775,0.057,4.792,32.891,1814.692,79.988,1475.52,1182.936,74.922,30.937,88.425,4330.852,27.45,140.637
238,474.503,43.154,6.39,4.775,124.111,2.646,0.072,4.775,0.632,0.025,2.646,6.292,0.072,4.68,33.267,1812.897,80.869,1469.091,1184.017,75.162,23.464,88.412,4321.548,27.111,140.93
239,405.193,38.409,5.279,4.581,113.35,3.492,0.093,4.581,0.643,0.026,3.492,6.687,0.093,4.607,33.75,1812.141,86.819,1464.338,1184.712,75.234,19.596,88.482,4320.008,26.071,142.252
240,458.147,39.82,8.436,4.369,116.669,4.524,0.117,4.369,0.669,0.031,4.524,6.746,0.117,4.575,34.236,1811.814,94.197,1461.101,1185.163,75.204,18.383,88.589,4322.569,24.588,144.287
241,475.015,52.927,7.672,4.042,117.351,6.387,0.163,4.042,0.724,0.045,6.387,6.287,0.163,4.65,34.556,1812.149,106.691,1459.649,1185.649,75.336,19.672,88.71,4333.454,22.702,147.041
242,514.773,42.628,7.531,3.882,121.646,8.862,0.168,3.882,0.783,0.053,8.862,6.188,0.168,4.684,34.75,1812.779,119.759,1461.654,1186.76,75.773,20.411,88.927,4349.193,21.586,148.816
243,496.427,49.175,6.411,3.632,116.243,10.95,0.213,3.632,0.846,0.069,10.95,5.883,0.213,4.791,34.918,1814.135,135.236,1465.224,1187.947,76.127,23.309,89.137,4369.881,20.332,150.83
244,542.887,53.241,7.065,3.494,116.345,13.342,0.209,3.494,0.915,0.081,13.342,5.636,0.209,4.905,34.916,1815.691,152.142,1471.126,1189.663,76.622,25.7,89.367,4394.268,19.711,151.944
245,511.223,49.534,6.665,3.16,117.221,16.856,0.314,3.16,1.023,0.131,16.856,4.938,0.314,5.166,34.746,1818.263,175.369,1478.757,1191.272,76.993,31.848,89.552,4427.764,18.606,153.877
246,511.648,39.851,6.256,3.148,113.105,18.591,0.232,3.148,1.062,0.118,18.591,4.972,0.232,5.304,34.399,1820.339,192.834,1489.398,1193.943,77.747,35.739,89.806,4459.759,18.541,154.359
247,386.004,31.849,6.554,2.931,107.55,18.735,0.301,2.931,1.113,0.137,18.735,4.459,0.301,5.439,34.061,1822.222,209.938,1499.164,1196.26,78.231,41.53,89.975,4490.715,17.921,155.682
248,378.617,37.318,5.946,3.049,103.64,17.226,0.187,3.049,1.105,0.103,17.226,4.475,0.187,5.525,33.431,1821.893,215.627,1509.828,1199.191,79.29,42.1,90.172,4510.94,18.685,155.005
249,338.94,37.031,4.507,3.215,103.683,15.71,0.135,3.215,1.067,0.068,15.71,5.132,0.135,5.5,33.318,1820.635,209.29,1520.256,1202.667,80.126,38.405,90.429,4518.146,19.837,153.577
250,327.033,24.112,4.129,3.203,95.977,14.606,0.144,3.203,1.043,0.069,14.606,5.128,0.144,5.518,33.398,1819.075,201.982,1528.388,1205.308,80.556,35.668,90.619,4520.992,20.343,153.005
251,223.632,20.208,3.778,3.384,93.786,11.803,0.112,3.384,1.009,0.05,11.803,5.263,0.112,5.474,33.382,1816.889,190.755,1536.581,1207.821,81.011,31.506,90.825,4519.399,21.255,151.815
252,271.123,18.972,5.573,3.498,95.861,8.838,0.11,3.498,0.961,0.046,8.838,5.181,0.11,5.45,33.323,1814.204,175.111,1542.029,1209.246,81.455,26.533,90.967,4510.131,22.159,150.677
